,description,isco_08_4dg,rti_mihaylov_2019,isco_08_3dg,isco_08_2dg,isco_88_3dg,isco_88_2dg,rti_isco_88_2dg_mahutga_2018,ofs_isco_88_2dg_mahutga_2018,ss_isco_88_2dg_pp_x_2019,oesch_class_num,oesch_class_chr16,oesch_class_chr8,greenness,brownness,brown_dummy,greenness_title,greenness_source,brownness_source,brown_dummy_source,greenness_original,brownness_original,greenness_imputed,brownness_imputed
219,Survey and market research interviewers,4227,0.2,422,42,419,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
220,Client information workers not elsewhere classified,4229,-0.3333333,422,42,422,42,1.543656989132,-0.0560598224463979,0.581884761153682,11,Skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
221,Accounting and bookkeeping clerks,4311,1,431,43,410,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,0.0284543,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0284543,0.0,TRUE,TRUE
222,"Statistical, finance and insurance clerks",4312,1,431,43,421,42,1.543656989132,-0.0560598224463979,0.581884761153682,11,Skilled clerks,Clerks,0.0284543,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0284543,0.0,TRUE,TRUE
223,Payroll clerks,4313,1,431,43,421,42,1.543656989132,-0.0560598224463979,0.581884761153682,11,Skilled clerks,Clerks,0.0284543,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0284543,0.0,TRUE,TRUE
224,Stock clerks,4321,1,432,43,413,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,0.0284543,0,0,Stock clerks,observed,observed,observed,0.0284543,0,FALSE,FALSE
225,Production clerks,4322,0.1428571,432,43,413,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,0.0284543,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0284543,0.0,TRUE,TRUE
226,Transport clerks,4323,0.0909091,432,43,413,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,0.0284543,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0284543,0.0,TRUE,TRUE
227,Library clerks,4411,0.6666666,441,44,414,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
228,Mail carriers and sorting clerks,4412,0.6666667,441,44,414,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
229,"Coding, proofreading and related clerks",4413,0.6,441,44,414,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
230,Scribes and related workers,4414,-0.3333333,441,44,414,41,2.37274527968472,0.60822857705923,0.572182924354772,14,Socio-cultural semi-professionals,Socio-cultural (semi-)professionals,,,,,missing,missing,missing,,,FALSE,FALSE
231,Filing and copying clerks,4415,1,441,44,414,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
232,Personnel clerks,4416,0.7142857,441,44,419,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
233,Clerical support workers not elsewhere classified,4419,0.5,441,44,410,41,2.37274527968472,0.60822857705923,0.572182924354772,11,Skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
234,Travel attendants and travel stewards,5111,-0.5,511,51,511,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,1.0,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
235,Transport conductors,5112,-0.4,511,51,511,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,1,0,0,Transport conductors,observed,observed,observed,1,0,FALSE,FALSE
236,Travel guides,5113,-0.8,511,51,511,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,1.0,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
237,Cooks,5120,-0.3333333,512,51,512,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
238,Waiters,5131,-0.7142857,513,51,512,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
239,Bartenders,5132,-0.4545454,513,51,512,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
240,Hairdressers,5141,-0.75,514,51,514,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
241,Beauticians and related workers,5142,-0.75,514,51,514,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
242,"Cleaning and housekeeping supervisors in offices, hotels and other establishments",5151,-0.5555556,515,51,512,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
243,Domestic housekeepers,5152,-0.4545455,515,51,512,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
244,Building caretakers,5153,-0.5,515,51,915,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
245,"Astrologers, fortune-tellers and related workers",5161,-1,516,51,131,13,-1.42373583597295,-0.453091280476857,0.98522450232098,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
246,Companions and valets,5162,-1,516,51,514,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
247,Undertakers and embalmers,5163,-0.6666667,516,51,910,91,0.143970046535782,-0.632911362155624,0.534917983379109,15,Skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
248,Pet groomers and animal care workers,5164,-0.7777778,516,51,513,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
249,Driving instructors,5165,-1,516,51,334,33,-1.36796958306256,-0.64621617233052,1.15405543074471,15,Skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
250,Personal services workers not elsewhere classified,5169,-1,516,51,131,13,-1.42373583597295,-0.453091280476857,0.98522450232098,16,Low-skilled service workers,Service workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
251,Stall and market salespersons,5211,-0.4285715,521,52,522,52,0.171730688800434,-0.721669668670736,0.399710296318336,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
252,Street food salespersons,5212,-0.6666667,521,52,911,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
253,Shopkeepers,5221,-0.1111111,522,52,131,13,-1.42373583597295,-0.453091280476857,0.98522450232098,10,Lower grade managers,(Associate) managers,,,,,missing,missing,missing,,,FALSE,FALSE
254,Shop supervisors,5222,0.1111111,522,52,522,52,0.171730688800434,-0.721669668670736,0.399710296318336,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
255,Shop sales assistants,5223,-0.3333333,522,52,522,52,0.171730688800434,-0.721669668670736,0.399710296318336,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
256,Cashiers and ticket clerks,5230,0.75,523,52,421,42,1.543656989132,-0.0560598224463979,0.581884761153682,12,Low-skilled clerks,Clerks,,,,,missing,missing,missing,,,FALSE,FALSE
257,Fashion and other models,5241,-1,524,52,521,52,0.171730688800434,-0.721669668670736,0.399710296318336,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
258,Sales demonstrators,5242,-0.6666667,524,52,522,52,0.171730688800434,-0.721669668670736,0.399710296318336,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
259,Door-to-door salespersons,5243,-0.25,524,52,911,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
260,Contact centre salespersons,5244,0.25,524,52,522,52,0.171730688800434,-0.721669668670736,0.399710296318336,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
261,Service station attendants,5245,-0.25,524,52,522,52,0.171730688800434,-0.721669668670736,0.399710296318336,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
262,Food service counter attendants,5246,-0.6,524,52,523,52,0.171730688800434,-0.721669668670736,0.399710296318336,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
263,Child care workers,5311,-0.5,531,53,513,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
264,Teachers' aides,5312,-0.7142857,531,53,913,91,0.143970046535782,-0.632911362155624,0.534917983379109,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
265,Health care assistants,5321,-1,532,53,513,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
266,Home-based personal care workers,5322,-0.8181819,532,53,513,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
267,Personal care workers in health services not elsewhere classified,5329,-1,532,53,513,51,-0.492503612032303,-0.77067030954361,0.391650963705485,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
268,Firefighters,5411,-1,541,54,516,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
269,Police officers,5412,-1,541,54,516,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
270,Prison guards,5413,-1,541,54,516,51,-0.492503612032303,-0.77067030954361,0.391650963705485,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
271,Security guards,5414,-1,541,54,915,91,0.143970046535782,-0.632911362155624,0.534917983379109,16,Low-skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
272,Protective services workers not elsewhere classified,5419,-1,541,54,915,91,0.143970046535782,-0.632911362155624,0.534917983379109,15,Skilled service workers,Service workers,,,,,missing,missing,missing,,,FALSE,FALSE
273,Field crop and vegetable growers,6111,-0.5714285,611,61,611,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,1.0,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
274,Tree and shrub crop growers,6112,-0.5714285,611,61,611,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,1.0,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
275,"Gardeners, horticultural and nursery growers",6113,-0.6,611,61,611,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,1,0,0,"Gardeners, horticultural and nursery growers",observed,observed,observed,1,0,FALSE,FALSE
276,Mixed crop growers,6114,-0.5714285,611,61,131,13,-1.42373583597295,-0.453091280476857,0.98522450232098,7,Skilled crafts workers,Production workers,1.0,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
277,Livestock and dairy producers,6121,-0.6,612,61,612,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,0,1,1,Livestock and dairy producers,observed,observed,observed,0,1,FALSE,FALSE
278,Poultry producers,6122,-0.5,612,61,612,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,0,1,1,Poultry producers,observed,observed,observed,0,1,FALSE,FALSE
279,Apiarists and sericulturists,6123,-0.6363636,612,61,612,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,0.0,1.0,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
280,Animal producers not elsewhere classified,6129,-0.6666667,612,61,613,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,0,1,1,Animal producers n.e.c.,observed,observed,observed,0,1,FALSE,FALSE
281,Mixed crop and animal producers,6130,-0.7142857,613,61,613,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,0.25,0.75,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.25,0.75,TRUE,TRUE
282,Forestry and related workers,6210,-0.6923077,621,62,614,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,1,0,0,Forestry and related workers,observed,observed,observed,1,0,FALSE,FALSE
283,Aquaculture workers,6221,-0.5714286,622,62,615,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
284,Inland and coastal waters fishery workers,6222,-0.6,622,62,615,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
285,Deep-sea fishery workers,6223,-0.6,622,62,615,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
286,Hunters and trappers,6224,-1,622,62,615,61,0.108635999204958,-0.830886818066944,1.10102127787543,7,Skilled crafts workers,Production workers,1.0,0.0,0,,imputed_2dg,imputed_2dg,computed_from_brownness,1.0,0.0,TRUE,TRUE
287,Subsistence crop farmers,6310,-0.4285715,631,63,621,62,0.472829401493073,-0.840810000896454,NA,7,Skilled crafts workers,Production workers,0.0,1.0,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
288,Subsistence livestock farmers,6320,-0.6666667,632,63,621,62,0.472829401493073,-0.840810000896454,NA,7,Skilled crafts workers,Production workers,0,1,1,Subsistence livestock farmers,observed,observed,observed,0,1,FALSE,FALSE
289,Subsistence mixed crop and livestock farmers,6330,-0.5555556,633,63,621,62,0.472829401493073,-0.840810000896454,NA,7,Skilled crafts workers,Production workers,0.0,1.0,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
290,"Subsistence fishers, hunters, trappers and gatherers",6340,-0.5,634,63,621,62,0.472829401493073,-0.840810000896454,NA,7,Skilled crafts workers,Production workers,0.0,1.0,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0,1.0,TRUE,TRUE
291,House builders,7111,-1,711,71,712,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.2260342,0,0,House builders,observed,observed,observed,0.2260342,0,FALSE,FALSE
292,Bricklayers and related workers,7112,-1,711,71,712,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0,0.5,1,Bricklayers and related workers,observed,observed,observed,0,0.5,FALSE,FALSE
293,"Stonemasons, stone cutters, splitters and carvers",7113,-0.7142857,711,71,711,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.2716111,0.1666667,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.2716111,0.1666667,TRUE,TRUE
294,"Concrete placers, concrete finishers and related workers",7114,-1,711,71,712,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.2716111,0.1666667,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.2716111,0.1666667,TRUE,TRUE
295,Carpenters and joiners,7115,-1,711,71,712,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.2716111,0.1666667,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.2716111,0.1666667,TRUE,TRUE
296,Building frame and related trades workers not elsewhere classified,7119,-1,711,71,713,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.5887991,0,0,Building frame and related trades workers n.e.c.,observed,observed,observed,0.5887991,0,FALSE,FALSE
297,Roofers,7121,-1,712,71,713,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.3009046,0,0,Roofers,observed,observed,observed,0.3009046,0,FALSE,FALSE
298,Floor layers and tile setters,7122,-1,712,71,714,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.1968233,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.1968233,0.0,TRUE,TRUE
299,Plasterers,7123,-1,712,71,714,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.1968233,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.1968233,0.0,TRUE,TRUE
300,Insulation workers,7124,-0.6666667,712,71,713,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.3,0,0,Insulation workers,observed,observed,observed,0.3,0,FALSE,FALSE
301,Glaziers,7125,-1,712,71,714,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.1968233,0.0,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.1968233,0.0,TRUE,TRUE
302,Plumbers and pipe fitters,7126,-1,712,71,713,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.1206143,0,0,Plumbers and pipe fitters,observed,observed,observed,0.1206143,0,FALSE,FALSE
303,Air conditioning and refrigeration mechanics,7127,-0.6,712,71,723,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.0657744,0,0,Air conditioning and refrigeration mechanics,observed,observed,observed,0.0657744,0,FALSE,FALSE
304,Painters and related workers,7131,-1,713,71,714,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.0,0.5,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.5,TRUE,TRUE
305,Spray painters and varnishers,7132,-1,713,71,714,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0,0.5,1,Spray painters and varnishers,observed,observed,observed,0,0.5,FALSE,FALSE
306,Building structure cleaners,7133,-1,713,71,714,71,-0.0711648819814308,-0.761721118062803,1.39399602017568,7,Skilled crafts workers,Production workers,0.0,0.5,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.5,TRUE,TRUE
307,Metal moulders and coremakers,7211,0.7142857,721,72,720,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0,0.5,1,Metal moulders and coremakers,observed,observed,observed,0,0.5,FALSE,FALSE
308,Welders and flame cutters,7212,0.75,721,72,828,82,0.623629074347647,2.63179833249947,2.05127077271529,7,Skilled crafts workers,Production workers,0.0356894,0.4166667,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0356894,0.4166667,TRUE,TRUE
309,Sheet metal workers,7213,0.3333333,721,72,721,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.0713787,0.3333333,1,Sheet-metal workers,observed,observed,observed,0.0713787,0.3333333,FALSE,FALSE
310,Structural metal preparers and erectors,7214,0,721,72,721,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.0356894,0.4166667,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0356894,0.4166667,TRUE,TRUE
311,Riggers and cable splicers,7215,-1,721,72,721,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.0356894,0.4166667,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0356894,0.4166667,TRUE,TRUE
312,"Blacksmiths, hammersmiths and forging press workers",7221,0.75,722,72,721,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0,1,1,"Blacksmiths, hammersmiths and forging press workers",observed,observed,observed,0,1,FALSE,FALSE
313,Toolmakers and related workers,7222,0.0769231,722,72,722,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0,0.3333333,1,Toolmakers and related workers,observed,observed,observed,0,0.3333333,FALSE,FALSE
314,Metal working machine tool setters and operators,7223,0.6666667,722,72,722,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.005985,0.3636364,1,Metal working machine tool setters and operators,observed,observed,observed,0.005985,0.3636364,FALSE,FALSE
315,"Metal polishers, wheel grinders and tool sharpeners",7224,0.1428571,722,72,821,82,0.623629074347647,2.63179833249947,2.05127077271529,7,Skilled crafts workers,Production workers,0,1,1,"Metal polishers, wheel grinders and tool sharpeners",observed,observed,observed,0,1,FALSE,FALSE
316,Motor vehicle mechanics and repairers,7231,-1,723,72,723,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.0340898,0,0,Motor vehicle mechanics and repairers,observed,observed,observed,0.0340898,0,FALSE,FALSE
317,Aircraft engine mechanics and repairers,7232,-0.6,723,72,723,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.3817336,0.1111111,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.3817336,0.1111111,TRUE,TRUE
318,Agricultural and industrial machinery mechanics and repairers,7233,-0.4285714,723,72,723,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.1111111,0.3333333,1,Agricultural and industrial machinery mechanics and repairers,observed,observed,observed,0.1111111,0.3333333,FALSE,FALSE
319,Bicycle and related repairers,7234,-0.6666666,723,72,723,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,1,0,0,Bicycle and related repairers,observed,observed,observed,1,0,FALSE,FALSE
320,Precision-instrument makers and repairers,7311,-0.1666666,731,73,740,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
321,Musical instrument makers and tuners,7312,-1,731,73,731,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
322,Jewellery and precious metal workers,7313,-0.8181819,731,73,731,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
323,Potters and related workers,7314,-0.1666667,731,73,732,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0,0.5,1,Potters and related workers,observed,observed,observed,0,0.5,FALSE,FALSE
324,"Glass makers, cutters, grinders and finishers",7315,0.8461539,731,73,732,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0,1,1,"Glass makers, cutters, grinders and finishers",observed,observed,observed,0,1,FALSE,FALSE
325,"Signwriters, decorative painters, engravers and etchers",7316,-0.8666667,731,73,732,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
326,"Handicraft workers in wood, basketry and related materials",7317,-1,731,73,733,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
327,"Handicraft workers in textile, leather and related materials",7318,0.8666667,731,73,733,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_3dg,imputed_3dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
328,Pre-press technicians,7321,0.4285715,732,73,734,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
329,Printers,7322,0.7777778,732,73,734,73,1.71774579303662,1.94469372979073,1.41043086861807,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
330,Print finishing and binding workers,7323,1,732,73,825,82,0.623629074347647,2.63179833249947,2.05127077271529,7,Skilled crafts workers,Production workers,0.0,0.75,1,,imputed_2dg,imputed_2dg,computed_from_brownness,0.0,0.75,TRUE,TRUE
331,Building and related electricians,7411,-0.75,741,74,724,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.5,0,0,Building and related electricians,observed,observed,observed,0.5,0,FALSE,FALSE
332,Electrical mechanics and fitters,7412,-0.5555556,741,74,724,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.1348,0.1538462,0,Electrical mechanics and fitters,observed,observed,observed,0.1348,0.1538462,FALSE,FALSE
333,Electrical line installers and repairers,7413,-0.6666666,741,74,828,82,0.623629074347647,2.63179833249947,2.05127077271529,7,Skilled crafts workers,Production workers,1,0,0,Electrical line installers and repairers,observed,observed,observed,1,0,FALSE,FALSE
334,Electronics mechanics and servicers,7421,-0.7777778,742,74,724,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.1348,0.1428571,0,Electronics mechanics and servicers,observed,observed,observed,0.1348,0.1428571,FALSE,FALSE
335,Information and communications technology installers and servicers,7422,-0.3333333,742,74,724,72,0.581736296768856,-0.250595177328247,1.36839756849417,7,Skilled crafts workers,Production workers,0.1348,0.1428571,0,,imputed_3dg,imputed_3dg,computed_from_brownness,0.1348,0.1428571,TRUE,TRUE
336,"Butchers, fishmongers and related food preparers",7511,0.3333334,751,75,741,74,1.36618646513748,1.42134924754563,1.27750871000668,7,Skilled crafts workers,Production workers,0,0.25,0,"Butchers, fishmongers and related food preparers",observed,observed,observed,0,0.25,FALSE,FALSE
